id,consume
0,0.6446531013415518
1,0.5545237978315094
2,1.2310126010662652
3,0.662338451309622
4,0.5127791248136123
5,1.2100265863533535
6,0.3761590715533426
7,0.639020291293014
8,2.458872547620752
9,0.7239324228995845
10,0.6092048698043159
11,0.8150952193751146
12,0.5397752384672238
13,0.9325818878649366
14,1.0111508938365765
15,0.7181969453500753
16,0.5872806822696226
17,1.1335907989649683
18,0.4340843519788302
19,0.6096089481654952
20,0.7137345236320148
21,0.6167482439313391
22,1.365073509035355
23,0.6422863269637789
24,0.7670646882414927
25,0.5060915815293254
26,0.5976297939239505
27,0.6276035210033102
28,0.5133667440905664
29,1.316319616711609
30,0.44792965939051943
31,0.5579865847917009
32,0.6909197011151609
33,0.7844485068701966
34,1.867599681714788
35,0.8374833196644822
36,0.67618951449456
37,0.5121438490047697
38,1.2993252510213664
39,0.6520260349559175
40,0.6349510878480118
41,0.7116410578357492
42,1.295412820762181
43,0.8291166171473964
44,0.6209702718858676
45,0.8849831759661384
46,0.633585987110071
47,1.0813856866657123
48,1.4165824913741687
49,0.6500607820134497
50,0.20804779067279466
51,0.6243896593302024
52,0.39608060660603933
53,0.5191340274717423
54,0.4790935421607486
55,0.5000576374557513
56,0.6215074492094629
57,0.642154008247682
58,0.6793879652227113
59,0.94955851921092
60,0.8605486137066692
61,0.8828655731845727
62,0.8414991759325091
63,1.5285702399021828
64,0.7065719849157088
65,0.7733166467535953
66,0.670449913484552
67,1.8024533173981734
68,0.7256881532494817
69,0.8091618318406606
