id,consume
0,0.6443350143378077
1,0.5551782781913281
2,1.229196881053583
3,0.6637175414531918
4,0.5159011525294468
5,1.20997614490246
6,0.37698832312872865
7,0.6388688220739709
8,2.4539957365996017
9,0.7234696693878642
10,0.6103657117486018
11,0.8132485983348791
12,0.5409467654659743
13,0.9317861278872266
14,1.0101246148467653
15,0.7188731821277354
16,0.587611989448436
17,1.1335712173073156
18,0.4337205503921924
19,0.6111171007356049
20,0.7139754460415114
21,0.6180651206689125
22,1.361615996164917
23,0.6441436011507358
24,0.7654247693918648
25,0.5060234052894627
26,0.5985281853841152
27,0.6302195218295403
28,0.5146345391861872
29,1.3160078241407875
30,0.4476157883429854
31,0.5576402821284928
32,0.6913648705480615
33,0.7855932874847282
34,1.8634140201021543
35,0.8366539535613932
36,0.676329787927801
37,0.5134051050588007
38,1.29627112197351
39,0.6534719681754992
40,0.6350209753599954
41,0.7114225302747568
42,1.293990171773236
43,0.8300377656393744
44,0.6219152859430643
45,0.8833225909187314
46,0.6344037366357966
47,1.0822300358953154
48,1.412604619358905
49,0.6517686265188323
50,0.21083923535156246
51,0.6265899246705774
52,0.3962227375841674
53,0.5235742253146667
54,0.47840838002851205
55,0.5007371163671808
56,0.6221454802332524
57,0.64386834364805
58,0.680515060603715
59,0.945384755267151
60,0.8621732565429373
61,0.883052314631486
62,0.8411358665923198
63,1.5240483268033456
64,0.7088434357928639
65,0.77487872092376
66,0.6717560056896899
67,1.8019213990048795
68,0.7247192230442077
69,0.8078432149019346
